m;t;T;T^2
110;9,0 \pm\; 0,2;0,474 \pm\; 0,011;0,224 \pm\; 0,010
160;10,7 \pm\; 0,2;0,563 \pm\; 0,011;0,317 \pm\; 0,012
210;12,0 \pm\; 0,2;0,632 \pm\; 0,011;0,399 \pm\; 0,014
260;12,9 \pm\; 0,2;0,679 \pm\; 0,011;0,461 \pm\; 0,015
310;14,0 \pm\; 0,2;0,737 \pm\; 0,011;0,543 \pm\; 0,016
