m;t;T;T^2
39;10,2 \pm\; 0,2;0,537 \pm\; 0,011;0,288 \pm\; 0,012
60;12,0 \pm\; 0,2;0,632 \pm\; 0,011;0,399 \pm\; 0,014
80;13,4 \pm\; 0,2;0,705 \pm\; 0,011;0,497 \pm\; 0,016
100;14,9 \pm\; 0,2;0,784 \pm\; 0,011;0,615 \pm\; 0,017
120;16,0 \pm\; 0,2;0,842 \pm\; 0,011;0,709 \pm\; 0,019
