;k;e_k;L;D;A;k;L;D;E;e_E;E
1;23,14;0,18;56,020;20,700;0,000336535259;23,14 \pm\; 0,18;56,020 \pm\; 0,005;20,700 \pm\; 0,005;3852;32;3852 \pm\; 32
2;8,11;0,04;69,450;18,670;0,0002737653739;8,11 \pm\; 0,04;69,450 \pm\; 0,005;18,670 \pm\; 0,005;2057;11;2057 \pm\; 11
3;7,62;0,06;73,800;15,170;0,0001807428154;7,62 \pm\; 0,06;73,800 \pm\; 0,005;15,170 \pm\; 0,005;3111;27;3111 \pm\; 27
