l;t;T
113;13,3 \pm\; 0,2;0,665 \pm\; 0,010
152;15,6 \pm\; 0,2;0,780 \pm\; 0,010
229;19,2 \pm\; 0,2;0,960 \pm\; 0,010
290;21,5 \pm\; 0,2;1,075 \pm\; 0,010
392;25,1 \pm\; 0,2;1,255 \pm\; 0,010
461;27,1 \pm\; 0,2;1,355 \pm\; 0,010
544;29,7 \pm\; 0,2;1,485 \pm\; 0,010
611;31,4 \pm\; 0,2;1,570 \pm\; 0,010
