l;t;T;;
174;8,4 \pm\; 0,2;0,84 \pm\; 0,02;8,4;0,84
217;9,3 \pm\; 0,2;0,93 \pm\; 0,02;9,3;0,93
325;11,6 \pm\; 0,2;1,16 \pm\; 0,02;11,6;1,16
389;12,6 \pm\; 0,2;1,26 \pm\; 0,02;12,6;1,26
416;13,1 \pm\; 0,2;1,31 \pm\; 0,02;13,1;1,31
460;13,7 \pm\; 0,2;1,37 \pm\; 0,02;13,7;1,37
503;14,5 \pm\; 0,2;1,45 \pm\; 0,02;14,5;1,45
546;15,2 \pm\; 0,2;1,52 \pm\; 0,02;15,2;1,52
